WDPA_PID,WDPAID,NAME,ISO3,IUCN_CAT,MARINE,GIS_M_AREA
170386,170386,"Uhtju LKA, Uhtju skv.",EST,Ib,2,4.34721532376507
170604,170604,"Vilsandi RP, Innarahu loodusreservaat",EST,Ia,2,0.935562167789657
170605,170605,"Vilsandi RP, Laevarahu loodusreservaat",EST,Ia,2,1.53662670445025
170606,170606,"Vilsandi RP, Lõuna-Vaika loodusreservaat",EST,Ia,2,0.898960638927473
170608,170608,"Vilsandi RP, Nootamaa loodusreservaat",EST,Ia,2,1.42430192212777
170638,170638,"Lahemaa RP, Älvi skv.",EST,Ib,1,0.003957556573119
170649,170649,"Vilsandi RP, Aherahu skv.",EST,Ib,1,0.479733419259294
170650,170650,"Vilsandi RP, Alumise Vaika skv.",EST,Ib,1,0.387597665660662
170655,170655,"Vilsandi RP, Naistekivi skv.",EST,Ib,1,0.477701539774785
170657,170657,"Vilsandi RP, Pihlalaiu skv.",EST,Ib,2,0.367428920242317
170736,170736,"Hiiumaa laidude MKA, Laidelahe skv.",EST,Ib,2,13.7090889474469
170737,170737,"Hiiumaa laidude MKA, Langekare skv.",EST,Ib,1,0.08632115071663
170738,170738,"Hiiumaa laidude MKA, Soonlepa lahe saarte skv.",EST,Ib,2,0.716685283318018
170746,170746,"Kolga lahe MKA, Malusi skv.",EST,Ib,2,5.67353135262541
170748,170748,"Kolga lahe MKA, Rohusi skv.",EST,Ib,1,0.829845918886911
170785,170785,"Ontika MKA, Pangametsa skv.",EST,Ib,1,0.336715397334466
173023,173023,2000156 Eriksö,SWE,Ia,1,2.68138780550201
173055,173055,2002530 Skaten-Rångsen,SWE,Ib,1,18.0529144876843
173069,173069,2001940 Fågelskär,SWE,Ia,1,0.01190863927827
173145,173145,2001760 Missjö,SWE,Ib,1,16.4573361579017
173465,173465,2001476 Knähaken,SWE,Ib,2,13.6362177673325
173568,173568,2000368 Härön,SWE,Ia,1,3.37482103668702
174538,174538,2000483 Åstön,SWE,Ia,1,1.46884928530988
174586,174586,2001838 Ostnäs,SWE,Ia,1,6.16932144444562
175684,175684,VALSÖRARNA - BJÖRKÖGRUNDEN,FIN,Ib,2,83.198326620066
175803,175803,Raahen saariston luonnonsuojelualue,FIN,Ib,2,16.3580080023866
178738,178738,Riserva naturale integrale Isola di Lachea e Faraglioni dei Ciclopi,ITA,Ia,1,0.008303929530919
182874,182874,Lundsfjellet,NOR,Ia,1,0.23222801363907
182888,182888,Kaninøya,NOR,Ia,1,0.019200073380641
182894,182894,Malmøya og Malmøykalven,NOR,Ia,1,0.219238431139567
182913,182913,Østre Ertholmen,NOR,Ia,1,0.03050080887797
182914,182914,Nesheim,NOR,Ia,1,0.007516943787747
182915,182915,Børevika,NOR,Ia,1,0.010682877672543
182932,182932,Nord-Talgje,NOR,Ia,1,1.16877763626629
182938,182938,Hustadbukta,NOR,Ia,1,0.299545695113529
182985,182985,Horsvær,NOR,Ia,2,168.753717357299
182989,182989,Engasjyen,NOR,Ia,1,0.176741176270842
182991,182991,Åholmen,NOR,Ia,1,0.422698856122094
182992,182992,Vikosen,NOR,Ia,1,0.64246783622072
183006,183006,Vardøya,NOR,Ia,1,0.247672865847349
183008,183008,Kjølsøyværet/Valvær,NOR,Ia,2,30.4211197975738
183009,183009,Skålsvikleira/Ystleira,NOR,Ia,1,0.079462213049629
183010,183010,Tverlandet,NOR,Ia,1,0.278692496834303
183021,183021,Nyke - Tussen,NOR,Ia,1,1.21505787901004
183034,183034,Dyngeneset,NOR,Ia,1,0.702956269014597
183039,183039,Drevjaleira,NOR,Ia,1,0.719558346706704
183043,183043,Skansenøyra,NOR,Ia,1,0.158190019653954
183046,183046,Grunnfjorden,NOR,Ia,1,5.13406962512444
183052,183052,Holandsosen,NOR,Ia,1,0.341123991350884
183057,183057,Fjære,NOR,Ia,1,0.344354482066642
183058,183058,Støttværet,NOR,Ia,1,7.34543610788992
183059,183059,Fugløya,NOR,Ia,1,2.30603374110594
183060,183060,Nupen,NOR,Ia,1,0.497700743321494
183061,183061,Leirvika,NOR,Ia,1,0.164846219753903
183063,183063,Ljønesøya,NOR,Ia,1,2.36899924720096
183064,183064,Fuglbergøya/Nautøya,NOR,Ia,1,0.171413585851213
183067,183067,Brennvika,NOR,Ia,1,0.108001445331633
183068,183068,Brunvær,NOR,Ia,1,1.26578655410852
183069,183069,Steinslandsosen,NOR,Ia,1,0.824168708752539
183070,183070,Steinosen/Sjømyrpollen,NOR,Ia,1,0.161513386385321
183071,183071,Tiltvika,NOR,Ia,1,1.57275373102004
183073,183073,Skjelstad,NOR,Ia,1,0.047304961267573
183074,183074,Lånan/Skjærvær,NOR,Ia,2,104.141475264378
183077,183077,"Vallabotn, Breivika og Røssåauren",NOR,Ia,1,0.167058991151176
183078,183078,Engelvær,NOR,Ia,1,14.1187714232929
183081,183081,Flatværet/Varkgård,NOR,Ia,1,13.6336724619333
183083,183083,Otervær,NOR,Ia,1,0.4610278847898
183085,183085,Holmholmen,NOR,Ia,1,0.154777819052614
183087,183087,Indreholmen/Lyngværet,NOR,Ia,2,23.6317486077398
183088,183088,Risværet,NOR,Ia,1,2.83290837105574
183089,183089,Lovunda/Lundeura,NOR,Ia,1,0.324424426991781
183091,183091,Nykan,NOR,Ia,2,1.0549330745602
183094,183094,Eggum,NOR,Ia,1,0.493755042368701
183095,183095,Æsholman,NOR,Ia,1,1.14735007039249
183097,183097,Oddan,NOR,Ia,1,0.013880031018398
183098,183098,Lofotodden,NOR,Ia,1,0.495046452440294
183099,183099,Ramnholmen,NOR,Ia,1,0.0324987515495
183100,183100,Måstadfjellet,NOR,Ia,1,0.885562395180025
183101,183101,Laukvikøyene,NOR,Ia,1,5.1520138065609
183106,183106,Risøysundet,NOR,Ia,1,1.31729239347664
183108,183108,Hundholmen,NOR,Ia,1,0.349359813083908
183109,183109,Anda,NOR,Ia,1,0.332834801970027
183110,183110,Osen/Sandværet,NOR,Ia,1,4.4173431303211
183111,183111,Tjeldneset,NOR,Ia,1,0.342777413822302
183112,183112,Forfjorden,NOR,Ia,1,1.29463866682007
183113,183113,Sauøya,NOR,Ia,1,0.069039246462585
183114,183114,Floholman,NOR,Ia,1,0.714860175950229
183115,183115,Sørmela,NOR,Ia,1,0.634377893210114
183116,183116,Borgværet,NOR,Ia,1,8.85054318644269
183117,183117,Stø/Nyksund,NOR,Ia,1,4.29730014682979
183118,183118,Hovsflesa,NOR,Ia,2,0.664584587230627
183119,183119,Bleiksøya,NOR,Ia,1,0.246220709928932
183120,183120,Frugga,NOR,Ia,1,0.747354179347879
183121,183121,Nykvåg/Nykan,NOR,Ia,1,2.62708821048139
183122,183122,Hongværet/Galtholmen,NOR,Ia,1,0.6722789849201
183123,183123,Seløya,NOR,Ia,1,0.337163071318579
183124,183124,Ulvøyværet,NOR,Ia,2,8.74235754900864
183126,183126,Gåsøya/Geitholmen,NOR,Ia,2,6.11007218238826
183157,183157,Osen,NOR,Ia,1,0.158083268680599
183198,183198,Kjeøya,NOR,Ia,1,0.094848285272117
183200,183200,Fruflesa,NOR,Ia,1,0.604942364823538
183202,183202,Sklinna,NOR,Ia,1,4.54639970567376
183218,183218,Hopen,SJM,Ib,2,3136.92639841052
183219,183219,Bjørnøya,SJM,Ib,2,2801.95967514993
183221,183221,Nordøyan,NOR,Ia,1,0.704137063281358
183223,183223,Sørøyan,NOR,Ia,2,7.25996056750527
183226,183226,Hoøya,NOR,Ia,1,0.067184222163373
183227,183227,Rambergholmen,NOR,Ia,1,0.043734065517542
183228,183228,Aldgården,NOR,Ia,1,0.175437116030651
183229,183229,Steinan og Flottra,NOR,Ia,1,0.587055831765428
183231,183231,Øksningen,NOR,Ia,1,0.023431715827207
183253,183253,Rolsøya,NOR,Ia,1,0.044096263209469
183259,183259,Horta,NOR,Ia,1,6.58170530314263
183270,183270,Farstadbukta,NOR,Ia,1,0.067099895118108
183275,183275,Ristesundsanden,NOR,Ia,1,0.06409698033213
183277,183277,Tjørvågosen,NOR,Ia,1,0.016520156956764
183285,183285,Langøyvågen,NOR,Ia,1,0.233311573171517
183288,183288,Reitvågen,NOR,Ia,1,0.073188490114515
183289,183289,Søysetøran,NOR,Ia,1,0.176301669133275
183290,183290,Todalsøran,NOR,Ia,1,0.131711449397258
183291,183291,Øksendalsøra,NOR,Ia,1,0.063382634081911
183293,183293,Oltervågen,NOR,Ia,1,0.111578033330242
183295,183295,Hjertvika,NOR,Ia,1,0.455646558746954
183296,183296,Ræstadtangen,NOR,Ia,1,0.019495974405634
183297,183297,Tresfjorden,NOR,Ia,1,0.025171437653133
183298,183298,Solnørvika,NOR,Ia,1,0.01229774223468
183299,183299,Vesteinvika,NOR,Ia,1,0.069651155639664
183300,183300,Molnes,NOR,Ia,1,0.151779850425588
183301,183301,Høgsetleira,NOR,Ia,1,0.0773384443885
183320,183320,Hensøran,NOR,Ia,1,0.162423422754325
183371,183371,Melland,NOR,Ia,1,0.183544032801532
183377,183377,Oust,NOR,Ia,1,0.127495369039452
183402,183402,Batnfjordsøra,NOR,Ia,1,0.132350327162268
183403,183403,Nauste,NOR,Ia,1,0.321108521669237
192997,192997,2000836 Skogsö,SWE,Ia,1,0.346705784587959
193000,193000,2000841 Oxnäset,SWE,Ia,1,0.015788016851177
193001,193001,2000842 Rönnskärs udde,SWE,Ia,1,0.004672962709648
193002,193002,2000843 Öarna i Stora Värtan,SWE,Ia,1,0.982390183731964
193008,193008,2002818 Arsläjan,SWE,Ia,1,0.594534968792697
193066,193066,2002772 Strandtorp,SWE,Ia,1,0.202453145143972
193116,193116,2002848 Skallön,SWE,Ia,1,1.26670397273238
193119,193119,2001046 Vargön,SWE,Ib,1,8.94956868951734
193142,193142,2002796 Vänsö,SWE,Ia,1,0.451787330294211
193190,193190,2000863 Bockön,SWE,Ia,1,4.22086427817705
193192,193192,2002783 Germandön,SWE,Ia,1,0.462195840472304
193194,193194,2002785 Näverön,SWE,Ia,1,0.669869262471124
193199,193199,2002804 Degeröholmen,SWE,Ia,1,0.1481457232001
193435,193435,Leirpollen-Halsvatnet,NOR,Ia,1,0.013467524958933
193438,193438,Sandbukta,NOR,Ia,1,0.383356703960981
193439,193439,Måsvær,NOR,Ia,1,15.1618072756031
193444,193444,Karnes,NOR,Ia,1,0.668591696113653
193445,193445,Skibotnutløpet,NOR,Ia,1,0.883791450930345
193453,193453,Froholman,NOR,Ia,1,0.351047704473001
193459,193459,Auvær,NOR,Ia,2,25.1766850539312
193460,193460,Sørfugløya,NOR,Ia,2,6.84536266788627
193461,193461,Flatvær,NOR,Ia,1,12.72657094344
193462,193462,Breivika,NOR,Ia,1,1.53595316615758
193466,193466,Gapøyholman,NOR,Ia,1,0.321504838024177
193469,193469,Kvitvær,NOR,Ia,2,4.40905730337065
193472,193472,Bleia,NOR,Ia,1,4.68899915091503
194420,194420,Filfla,MLT,Ia,1,0.024414656903148
194425,194425,Il-Gżejjer Selmunett (Gżejjer ta' San Pawl),MLT,Ia,2,0.107565825984984
195452,195452,Torgrundin saaristo (yhteinen vesialue),FIN,Ib,2,69.1120700963432
198315,198315,Koh Kapi,KHM,Ia,1,36.6526281692642
220112,220112,R.Villingili Thila,MDV,Ia,2,2.63217137724787
300045,300045,Kingman Reef National Wildlife Refuge,UMI,Ia,2,1968.31469926869
300046,300046,Palmyra Atoll National Wildlife Refuge,UMI,Ia,2,2149.88812905628
300327,300327,Motu Manawa-Pollen Island,NZL,Ia,1,2.71252011282364
300328,300328,Long Bay-Okura,NZL,Ia,1,8.54302003113817
300329,300329,Te Angiangi,NZL,Ia,1,3.96460471884315
300330,300330,Pohatu,NZL,Ia,2,2.16110672585003
302156,302156,Laulau Bay Sea Cucumber Reserve,MNP,Ia,1,1.72113901535485
302157,302157,Forbidden Island Marine Sanctuary,MNP,Ia,2,2.30205061770123
302911,302911,El Retiro,CUB,Ia,1,3.14672156047058
303552,303552,Malpelo,COL,Ib,2,47287.1563882
303988,303988,Makaro,NZL,Ia,1,0.003669208688233
304020,304020,Bream Islands,NZL,Ia,1,0.008926517155341
304021,304021,Cape Kidnappers,NZL,Ia,1,0.018388104935444
304028,304028,Simmonds Islands,NZL,Ia,1,0.029316496425028
304029,304029,Walker Island,NZL,Ia,2,0.078280173551405
304033,304033,Sugar Loaf Islands,NZL,Ia,1,0.000669124525973
304997_B,304997,Nirjutiqarvik National Wildlife Area,CAN,Ib,2,1439.73460356902
305092_B,305092,Macquarie Island,AUS,Ia,2,818.097989950035
305973_A,305973,Jurien Bay,AUS,Ia,2,31.0478660096449
306088,306088,Nicolas Baudin Island,AUS,Ia,2,0.87715237959278
306163,306163,Auckland Islands - Motu Maha,NZL,Ia,2,5023.31304201739
306164,306164,Whanganui A Hei,NZL,Ia,2,8.45157517230009
306165,306165,Hawea (Clio Rocks),NZL,Ia,2,3.92339685472394
306166,306166,Kahukura (Gold Arm),NZL,Ia,1,4.1931794863847
306167,306167,Kutu Parera (Gaer Arm),NZL,Ia,1,3.88404972864542
306168,306168,Moana Uta (Wet Jacket Arm),NZL,Ia,2,18.8865551073497
306169,306169,Taipari Roa (Elizabeth Island),NZL,Ia,2,5.6593166142699
306170,306170,Taumoana (Five Fingers Peninsula),NZL,Ia,2,14.0954519101274
306174,306174,Te Matuku,NZL,Ia,1,5.94154487296256
306175,306175,Te Tapuwae o Hua (Long Sound),NZL,Ia,2,34.8252490921588
306176,306176,Ulva Island - Te Wharawhara,NZL,Ia,2,10.465421058522
306775,306775,Arrecife Alacranes,MEX,Ia,2,3335.98154706599
306793,306793,El Vizcaíno,MEX,Ia,1,3736.70662700318
306808,306808,Isla San Pedro Mártir,MEX,Ia,2,299.031932263977
306809,306809,Islas Marías,MEX,Ia,2,6176.36611493251
306816,306816,Los Petenes,MEX,Ia,1,1818.53743263786
306850,306850,Sistema Arrecifal Veracruzano,MEX,Ia,2,653.523157208782
307613,307613,Chancet Rock,NZL,Ia,1,0.002064445188109
307642,307642,Brothers Islands (South Group),NZL,Ia,1,0.052101644122514
307649,307649,Motunau Island,NZL,Ia,1,0.009120667456786
307653,307653,Rileys Lookout,NZL,Ia,1,0.001324075672354
307656,307656,Titi Island,NZL,Ia,1,0.035547822452448
307657,307657,Wharekakahu Island,NZL,Ia,1,0.003080279604236
308845,308845,North Western Port N.C.R.,AUS,Ia,1,2.72049883779773
308912,308912,Reef Island and Bass River Mouth N.C.R,AUS,Ia,1,0.939766677194079
309466,309466,Ile des Phoques,AUS,Ia,1,0.025833451285455
310159,310159,North-West Solitary Island,AUS,Ia,1,0.02397096618059
310330,310330,Unnamed WA43903,AUS,Ia,1,0.020687070702893
310984,310984,Unnamed WA15185,AUS,Ia,1,0.018284143140084
311169,311169,Albatross Island,AUS,Ia,1,0.153225125604335
311243,311243,Black Pyramid Rock,AUS,Ia,2,0.137162290712926
311286,311286,Escape Island,AUS,Ia,1,0.086542180989979
311522,311522,Curtis Island,AUS,Ia,1,0.176209748285552
311590,311590,Devils Tower,AUS,Ia,1,0.007888993793997
311797,311797,North East Islet,AUS,Ia,2,0.007902662368227
312112,312112,San Diego Marine Life Refuge,USA,Ia,2,0.332464375844602
312172,312172,Del Mar Landing State Marine Reserve,USA,Ia,1,0.483021725597016
312188,312188,Tortugas Marine Reserves Habitat Areas of Particular Concern Marine Reserve,USA,Ia,2,230.043085038175
312333,312333,Sund Rock Conservation Area,USA,Ia,2,0.267982970341165
312335,312335,Orchard Rocks Conservation Area,USA,Ia,2,0.419488454009682
312356,312356,Big Creek State Marine Reserve,USA,Ia,2,37.240309774628
312359,312359,Vandenberg State Marine Reserve,USA,Ia,2,82.1849572940534
312821,312821,Brackett's Landing Shoreline Sanctuary Conservation Area,USA,Ia,2,0.177900002892905
312840,312840,Estero de Limantour State Marine Reserve,USA,Ia,1,2.750278448191
312843,312843,Point Cabrillo State Marine Reserve,USA,Ia,1,0.994786208560176
313615,313615,Kermadec Islands,NZL,Ia,2,7551.44204936351
313683,313683,Bird Island,AUS,Ia,1,0.009141661517766
314784,314784,First and Second Islands F.R.,AUS,Ia,1,0.062342140253092
314823,314823,Lady Julia Percy Island W.R.,AUS,Ia,1,0.196165112307078
314834,314834,Lawrence Rocks W.R.,AUS,Ia,2,0.064512786066141
314852,314852,The Spit W.R.,AUS,Ia,1,4.47703778984996
314883,314883,Green Island,AUS,Ia,1,0.002967536832364
314888,314888,Lancelin And Edwards Islands,AUS,Ia,1,0.195710298560139
314899,314899,Recherche Archipelago,AUS,Ia,1,9.21812315330905
314901,314901,Scott Reef,AUS,Ia,2,33.7403234593858
314904,314904,Tanner Island,AUS,Ia,1,0.012512915250041
315060,315060,Grays Harbor National Wildlife Refuge,USA,Ia,1,3.83262764664151
315470,315470,Protection Island National Wildlife Refuge,USA,Ia,1,0.261077065381121
315471,315471,Poor Knights Islands,NZL,Ia,2,18.725900542733
315472,315472,Tuhua (Mayor Island),NZL,Ia,2,10.3831775493733
315473,315473,Long Island - Kokomohua,NZL,Ia,2,5.98871830215337
315474,315474,Te Tapuwae o Rongokako,NZL,Ia,2,24.2423575186964
317278,317278,Berakas (Conservation),BRN,Ia,1,0.299014356960792
326403,326403,Naravni rezervat Strunjan,SVN,Ib,1,0.763461010030715
326418,326418,"Allirahu LKA, Allirahu skv.",EST,Ib,1,0.004159879067744
326419,326419,"Allirahu LKA, Tompamaa skv.",EST,Ib,2,4.78325432869158
326498,326498,2002974 Brändöskär,SWE,Ia,1,1.4402469354491
326631,326631,"Päite MKA, Voka skv.",EST,Ib,1,0.151662485725586
328988,328988,"Zones apolytis prostasias AP1, AP2, AP3 kai AP4 Ethnikou Parkou limnothalasson Mesolongiou",GRC,Ia,1,0.46562549309549
337563,337563,Bjugnholmen,NOR,Ia,1,0.013629577484273
337564,337564,Buholman,NOR,Ia,2,11.1228579793367
337565,337565,Melstein,NOR,Ia,2,5.79739781753374
337566,337566,Måøyan,NOR,Ia,1,4.87338300309819
337568,337568,Svesøya,NOR,Ia,1,0.023944735149394
337569,337569,Vassholmen,NOR,Ia,1,0.410468453475584
339109,339109,2004557 Östra Tvärnö,SWE,Ia,1,0.134677550036675
339211,339211,2010910 Idön,SWE,Ia,1,0.732141723554181
339935,339935,"Rahuste LKA, Kriimi loodusreservaat",EST,Ia,2,0.762666267005112
342344,342344,Zona marina del Archipiélago de San Lorenzo,MEX,Ia,2,583.480741765834
345470,345470,Luodon saaristo 88,FIN,Ib,2,41.6320889477734
346074,346074,Åbyelva,NOR,Ia,1,0.006422945006304
346078,346078,Bliksekilen,NOR,Ia,1,0.103054764171186
346080,346080,Brattøykollen,NOR,Ia,1,0.025633189933389
346085,346085,Gårdemma,NOR,Ia,1,0.01104131655308
346086,346086,Gjermundsholmen,NOR,Ia,1,0.007466541950955
346091,346091,Hummerbakken,NOR,Ia,1,0.070229589363722
346095,346095,Løvøya,NOR,Ia,1,0.018086511284282
346096,346096,Malmøya,NOR,Ia,1,0.284200077184533
346103,346103,Pirane,NOR,Ia,1,0.021076207117041
346104,346104,Ringane,NOR,Ia,1,0.015707175371879
346107,346107,Stranda,NOR,Ia,1,0.007995293471864
346113,346113,Vestre Hovedøya,NOR,Ia,1,0.025752904231385
348799,348799,Illots de Ponent,ESP,Ia,1,0.332593482097107
348880,348880,Es Vedrà i es Vedranell,ESP,Ia,1,0.29951449331184
349014,349014,Les Illes Columbretes,ESP,Ib,1,0.039241114358429
349047,349047,Los Islotes,ESP,Ia,1,0.157315984945154
349633,349633,Roques de Salmor,ESP,Ia,1,0.003625231991776
349644,349644,Roques de Anaga,ESP,Ia,1,0.015466474118323
349993,349993,Zones A1 kai A6 periochis A Ethnikou Thalassiou Parkou Alonnisou Voreion Sporadon,GRC,Ia,2,157.154867513617
351821,351821,Estação Ecológica Da Guanabara,BRA,Ia,1,3.14619185617931
352742,352742,Richardson Rock (San Miguel Island) State Marine Reserve,USA,Ia,2,105.540022437972
352743,352743,Judith Rock (San Miguel Island) State Marine Reserve,USA,Ia,2,11.7369662060126
352744,352744,Harris Point (San Miguel Island) State Marine Reserve,USA,Ia,2,65.0835152662305
352745,352745,Skunk Point (Santa Rosa Island) State Marine Reserve,USA,Ia,2,3.60333961954964
352746,352746,Carrington Point (Santa Rosa Island) State Marine Reserve,USA,Ia,2,32.9633098445533
352747,352747,South Point (Santa Rosa Island) State Marine Reserve,USA,Ia,2,33.5396426763653
352748,352748,Gull Island (Santa Cruz Island) State Marine Reserve,USA,Ia,2,51.3124414868912
352749,352749,Scorpion (Santa Cruz Island) State Marine Reserve,USA,Ia,2,24.9282383748616
352750,352750,Santa Barbara Island State Marine Reserve,USA,Ia,2,33.0096992538245
352751,352751,Anacapa Island State Marine Reserve,USA,Ia,2,29.8937395255762
352762,352762,Bald Head Island State Natural Area,USA,Ia,1,9.3896526435299
354075,354075,Marine Plain,ATA,Ia,1,17.4175861186836
354086_A,354086,Macquarie Island,AUS,Ia,2,57136.9413746768
354141,354141,Ardery Island and Odbert Island,ATA,Ia,2,2.43835223191174
354203,354203,Baynes Island,AUS,Ia,1,0.052872228320053
354391,354391,Bushy Island,AUS,Ia,2,0.002885785803826
354580,354580,Dart Island,AUS,Ia,1,0.030034242782403
354733,354733,Frazier Islands,ATA,Ia,2,0.598798740589423
356390,356390,Iron Pot,AUS,Ia,1,0.007221179156736
356395,356395,Isle of Caves,AUS,Ia,1,0.010827547511344
356417,356417,Jawbone F.F.R.,AUS,Ia,1,0.026798140997398
356523,356523,Lachlan Island,AUS,Ia,1,0.018291651759903
356590,356590,"Lipfert, Milligan, Etc Islands",AUS,Ia,2,0.023771453377713
356593,356593,Little Christmas Island,AUS,Ia,1,0.018551725935073
356601,356601,Little Swan Island,AUS,Ia,1,0.045371890413617
356604,356604,Little Waterhouse Island,AUS,Ia,1,0.022433663528683
356953,356953,One Tree Island,AUS,Ia,1,0.000765892820947
357128,357128,Rookery Islands,ATA,Ia,1,0.431482121768388
357229,357229,St Alouarn Island,AUS,Ia,1,0.027261296194965
357723,357723,Spectacle Islands,AUS,Ia,1,0.033612487064598
357727,357727,Pelican Island,AUS,Ia,1,0.082205011529181
365034,365034,Marado Island,KOR,Ia,2,5.42329009946296
365037,365037,Dokdo,KOR,Ia,1,0.076389599533397
365038,365038,Mount Seongsan Ilchulbong,KOR,Ia,1,4.49687220320845
365039,365039,Munseom Island and Beomseom Island,KOR,Ia,2,8.8526890330651
365040,365040,Cha-gwido Island,KOR,Ia,2,5.33310542874116
366739,366739,Cape Romain National Wildlife Refuge.Wilderness Area,USA,Ib,1,18.3869046193816
377228,377228,Nunivak,USA,Ib,1,458.067530344459
378816,378816,"Udria MKA, Udria skv.",EST,Ib,1,0.068531873963022
379537,379537,2008463 Biotopskydd 2005:977,SWE,Ia,1,0.004472591041679
380763,380763,2002919 Brämön,SWE,Ib,1,4.73987298403311
380948,380948,2013535 Salen,SWE,Ia,1,4.93785996528121
381473,381473,2008329 Biotopskydd 2004:298,SWE,Ia,1,0.017030312524867
381875,381875,2007067 Biotopskydd 2002:736,SWE,Ia,1,0.010024251998521
381997,381997,2010895 Havsvik,SWE,Ia,1,0.059867638820622
382663,382663,2013050 Biotopskydd 2006:583,SWE,Ia,1,0.005503278781267
383191,383191,2007304 Biotopskydd 1996:101,SWE,Ia,1,0.00916724360828
383785,383785,2006769 Biotopskydd 1997:89,SWE,Ia,1,0.018973668459504
383951,383951,2008464 Biotopskydd 2005:979,SWE,Ia,1,0.005820342526874
384221,384221,2013992 Biotopskydd 2008:124,SWE,Ia,1,0.003735285500362
384317,384317,2013937 Biotopskydd 2007:578,SWE,Ia,1,0.008164661030775
384467,384467,2014383 Nötholmen,SWE,Ia,1,0.054367892569828
384609,384609,2010486 Biotopskydd 2004:748,SWE,Ia,1,0.005692814647639
385166,385166,2002775 Klackudden,SWE,Ia,1,0.140988224486076
387509,387509,Søndre Skjælholmen,NOR,Ia,1,0.01644635954169
387510,387510,Gåsøya,NOR,Ia,1,0.006196554896372
387511,387511,Geitholmen,NOR,Ia,1,0.003179981718374
387514,387514,Vendelholmene,NOR,Ia,1,0.049674711389229
387515,387515,Løkenesskogen,NOR,Ia,1,0.058289300449462
387516,387516,Langåra,NOR,Ia,1,0.016997554940209
387518,387518,Borøya,NOR,Ia,1,0.062891173548665
387519,387519,Lilleøya,NOR,Ia,1,0.039797137594843
387521,387521,Store Herbern,NOR,Ia,1,0.005738444889483
387553,387553,Heggholmen,NOR,Ia,1,0.044336906706612
387555,387555,Husbergøya,NOR,Ia,1,0.02761817305164
387557,387557,Skogerholmen,NOR,Ia,1,0.006888666794324
387559,387559,Torvøya og Bjerkholmen,NOR,Ia,1,0.212476031891949
387560,387560,Kjeholmen,NOR,Ia,1,0.010886705536494
387561,387561,Paradisbukta,NOR,Ia,1,0.008527325139611
387563,387563,Bleikøya,NOR,Ia,1,0.027328877520235
387580,387580,Søndre Verksøya,NOR,Ia,1,0.001483755042182
388903,388903,Caldeirinhas,PRT,Ia,1,0.087891613159027
388904,388904,Morro do Castelo Branco,PRT,Ib,1,0.130566671424304
388934,388934,Ilheu da Vila,PRT,Ib,1,0.226627496491752
388944,388944,Ilheu de Baixo,PRT,Ib,2,1.3435234361466
388945,388945,Ilheu da Praia,PRT,Ib,2,2.07261876290345
388974,388974,Sitio da Rocha do Navio,PRT,Ib,2,17.0746426976254
391215,391215,2014942 Sjöskogen,SWE,Ia,1,0.580976302835712
391231,391231,2022233 Gärdesudden,SWE,Ia,1,0.091834307294704
391232,391232,2014954 Strandskogen,SWE,Ia,1,0.33968800596932
391318,391318,2024097 Biotopskydd 2010:202,SWE,Ia,1,0.016591756596278
391647,391647,2024890 Stora Bergö,SWE,Ia,1,0.962686039761547
391667,391667,2020285 Nävekvarns klint,SWE,Ia,1,1.29450527513691
391892,391892,2000868 Hästholmen,SWE,Ia,1,0.169003088490007
392158,392158,Insulele Prundu cu Păsări,ROU,Ia,2,1.85126615126524
392159,392159,Insula Ceaplace,ROU,Ia,2,1.13681390853375
392346,392346,"Osmussaare MKA, Tiiru skv",EST,Ib,1,0.000901117872983
392368,392368,"Suurupi LKA, Mere skv.",EST,Ib,1,0.054631166699801
392919,392919,Remman,NOR,Ia,2,20.1433923562828
392920,392920,Saltstein-Kløvningen,NOR,Ia,2,11.8877631124863
392921,392921,Orskjera,NOR,Ia,2,10.4241652745918
392922,392922,Sortna,NOR,Ia,2,6.91229604775022
392923,392923,Orholmen-Grøningen,NOR,Ia,2,3.94987377078712
392925,392925,Røssholmen-Skjela-Oterholmen,NOR,Ia,2,3.18262962131342
392926,392926,Eggholmane-Lisjeholmen,NOR,Ia,2,3.0464534065319
392927,392927,Tromskjera-Mannskjera,NOR,Ia,2,2.59920429345236
392928,392928,Aunvågen,NOR,Ia,1,0.941563499756704
392930,392930,Sandøya-Vattøya,NOR,Ia,1,1.63343559443157
392931,392931,Gjøsundholmen,NOR,Ia,1,1.49910757971032
392932,392932,"Tautra, vest",NOR,Ia,1,1.14287374194335
392933,392933,Svetlingane,NOR,Ia,2,1.13681776002662
392935,392935,Riste,NOR,Ia,1,0.830824881656057
392936,392936,Langholmen,NOR,Ia,2,0.685647665995461
392937,392937,Grip,NOR,Ia,1,0.670638850773734
392938,392938,Erkna,NOR,Ia,1,0.573013469259217
392939,392939,Svinøya,NOR,Ia,1,0.393768039353027
392940,392940,Rødholmen,NOR,Ia,2,0.401600099914693
392941,392941,Storholmen,NOR,Ia,1,0.36248480562718
392942,392942,Vegsundholmane-Veibustholmen,NOR,Ia,2,0.337422347994395
392943,392943,Haramsøya vestside,NOR,Ia,1,0.230646322453472
392944,392944,Bøfjordholmane,NOR,Ia,2,0.310120107722302
392945,392945,Rauer,NOR,Ia,1,0.275774861821388
392946,392946,Feøya,NOR,Ia,1,0.215452630725646
